,name,rebuttal,len_rebuttal
274,Tapper,"Thank you, Senator.",3
275,Santorum,... chance rise...,3
276,Tapper,"Thank you, Senator. We take quick break. When come back, confrontation negotiation? How will candidates attempt handle Russian President Vladimir Putin? That's next. (COMMERCIAL BREAK)",25
277,Tapper,"And back CNN Republican Debate Reagan Library beautiful Simi Valley, California.",11
278,Tapper,"Let's turn now issues foreign policy. Senator Graham, oppose U.S. nuclear deal Iran. Former U.N. Ambassador John Bolton, Republican, pushing U.S. military strike Iran, nuclear facilities. Senator Graham, authorize, president, nuclear strike -- I mean, sorry -- strike Iran's nuclear facilities?",41
279,Graham,"If I believed trying break get bomb, absolutely. And important thing: know I I to. And none us going able defend country adequately rebuild military. A weak economy, military decline, world fire, sound familiar you? Michael, sound familiar you? The first thing I'm going commander chief day one call Chairman Joint Chiefs say, need have? We're cutting military; track smallest Army since 1940, smallest Navy since 1915 John Kasich says wants close bases. I want rebuild military I want Iranians know that, I to, I use it. The worst nightmare world radical Islamic regime weapon mass destruction. The reason 3,000 us died 9/11 3 million, 3 million get weapons kill us. They're track get bomb even cheat. This deal nightmare Israel. They coming watch terrorism nuclear capability sponsored Iran. So, yes, I use military force stop them. I set deal aside I get better deal. If gave $100 billion, I get almost anybody jail. We even get hostages jail.",159
280,Tapper,Governor --,2
281,Tapper,-- Hugh -- I'm going go Hugh Hewitt question Governor Pataki.,11
282,Hewitt,"There ways, Governor, bombing Iran. I want quote Rick Santorum. ""We send clear message If scientist going work nuclear program develop bomb Iran, safe."" Does message work? Is anything works table?",31
283,Pataki,"Not table I think lot work. And strong America, strong military resolve Iranians know going reject deal day one reimpose sanctions but, move forward nuclear program, safety facilities will risk. I'll tell couple things I'd do. I'd give Israelis bombs called MOPs, massive ordnance penetrators. Give Israel. Let Iranians know prepared work Israel make sure never nuclear weapon. And let point Hillary Clinton, supporting deal, senator New York September 11th, saw happened hands radical Islam. This senator reset program Russia, allowed Middle East deteriorate flames, lied Benghazi now supporting Iranian deal. That's opponent going next November. We got win election. Everything say wonderful. But win and, win, actually say. I can this.",112
284,Hewitt,"Senator Santorum, stay that: means necessary? Is meant say? Is still table this, many us believe catastrophic deal?",18
285,Santorum,"As know, Hugh, 12 years ago I authored Iran Freedom Support Act, put sanctions Iran nuclear program came within four votes passing strong version that. The four people opposed floor: Joe Biden, John Kerry, Hillary Clinton Barack Obama. And came four votes short. But 12 years, I laser-beam focused issue Iran nuclear weapon. Why? Because I understand are. Yes, radical Islamists, true. But particular version it, apocalyptic version, death cult, believe bringing end -- end world. If -- poll Iranians Iraqis, Shiites region, two-thirds believe end world going come within lifetime. Why? Because regime preaches it. They believe bringing end times. That's theological goal process giving nuclear weapon just that. That's why, day one, I say Iranian government, open facilities inspection, make available U.N. U.S., everything, can go everywhere else will take facilities. And people say, going start war --",140
286,Tapper,"Thank you, Senator.",3
287,Santorum,"-- response is, no, I'm going stop war nuclear Iran end.",11
288,Tapper,"Thank you, Senator. Senator Graham --",6
289,Jindal,"Jake, I'd like answer question.",5
290,Tapper,We're bringing question well.,4
291,Tapper,"Senator Graham, Vladimir Putin recent days sent estimated six tanks, four helicopters Russian ground troops Syria help support President Assad, enemy United States. The Russian military also buzzing American planes Naval vessels around world. Your front-runner, Donald Trump, says can details President Putin, two will get along, quote, ""very well."" Why confrontational approach work better Mr. Trump's negotiation?",58
292,Graham,"Do think Putin Ukraine Syria today Ronald Reagan president? No. This happens weak, unqualified commander- in-chief understand role America plays world. Why bad Russia's helping Assad? He's magnet Sunni extremists. The Syrian people going accept legitimate leader. By Assad helped Russia, means war never ends. It means next 9/11, likely occur attack Syria. It's likely. At end day, I'm president United States, I've told I'm going do. There's nobody left Syria train. We're going get regional army like ISIL, accept Assad, puppet Iran. We're going ground, going destroy caliphate, pull roots, going hold territory. This slap face Putin Kerry Obama. Assad must go. If go, war never ends...",108
293,Tapper,"Thank you, Senator.",3
294,Graham,"... war Syria continues, coming here. For God's sakes, get with...",11
295,Tapper,"Thank you, Senator.",3
296,Graham,... fixing problem Syria.,4
297,Tapper,"Governor Jindal, President Jindal... ... get Russians Syria?",8
298,Jindal,"Well, Jake, I want answer question. I want go back Iran. I get chance answer well. Look, Russia, across world, dictators walk president. He treats friends like dirt. He lets enemies walk us. The group able out-negotiate Senate Republicans. They never should've passed bad Corker bill. Instead two-thirds vote reject -- approve Iran deal, now takes two-thirds vote reject Iran deal. I want ask Lindsey question. Will Senate Republicans -- still time -- willing use nuclear option, meaning get rid filibusters, stop Iran becoming nuclear power? Now time Senate Republicans stand fight. We tired establishment saying nothing can do. All night tonight, heard Republicans say things like, ""Well, Supreme Court's ruled, nothing I can religious liberty,"" know. ""The president this. There's nothing can two years."" There something can do. We won Senate. We won House. What point winning chambers going anything them? You're going back tonight. You still time Thursday deadline. Will y'all use nuclear option stop Iran becoming nuclear power?",161
299,Graham,"Bobby, Congress, I can tell you, everybody here, want repeal Obamacare, get new president. If want defund Planned Parenthood, elect pro-life president, way. If pass Cardin bill, Graham, Menendez, go president. He veto it. 67 votes required override veto.",39
300,Jindal,Lindsey...,1
301,Graham,"Wait minute. Now, asked question. So I want take table ability slow Obama last 13 14 months, I want 60 votes stop I think going now January 2017. Five Republicans deflect -- leave -- trouble. So folks, world really way is. President Obama president. The goal get pick somebody actually something repeal Obamacare, get better agreement. So Bobby, veto bill, 67 votes, giving away defense Obama rest presidency. No, I'm going that. I'm going tell things I do. I'm going tell shutting government down, going defund Obamacare long president. All hurt us. I trying lead party winning.",97
302,Jindal,"Lindsey, well, frustration.",3
303,Jindal,"Listen heard. You -- basically heard Senate Republican say, ""We defund Planned Parenthood, despite barbaric videos.""",16
304,Graham,Are going shut government down?,5
305,Jindal,"""We -- can't...""",3
306,Graham,Are going shut government...,4
307,Jindal,"""... get rid Obamacare"" -- Lindsey, let answer question now. I wish Senate Republicans half fight Senate Democrats did. Look, President Obama give Obamacare lost Senate election Massachusetts. I want side follow Constitution. They broke Constitution, broke law, forced Obamacare throats, even 60 votes. I wish Republicans D.C. half fight Senate Democrats get rid Obamacare, defund Planned Parenthood. If defund Planned Parenthood now, stand innocent human life barbaric videos, time done Republican Party. We defunded Louisiana. Let's defund D.C.",79
308,Jindal,If win...,2
309,Tapper,(INAUDIBLE)...,1
310,Jindal,"-- issue, point cheaper Democrats, point grabbing second liberal party. It time get rid Republican Party, start new one least conservative. Give Harry Reid Pelosi credit. At least fight believe in. I want senators House members DC fight believe in, well. It's time Republican...",44
311,Tapper,Well...,1
312,Jindal,-- backbone DC.,3
313,Graham,Can I just say something?,5
314,Graham,"You know, Bobby, running president United States, important job free world. With comes certain amount honesty. I'm tired telling people things want hear I know do. He going sign bill defund ObamaCare. If I president United States, I put one penny -- budget Planned Parenthood, one penny. I'm offended videos are. But one thing I'm going going 2016 shut government tank ability win. What saying Senator Cruz saying, I really sick hearing, trying get bottom...",75
315,Tapper,"Thank you, Senator.",3
316,Graham,-- Republican Party position...,4
317,Tapper,"Thank you, Senator...",3
318,Graham,-- win. That's I'm trying do. And matter (INAUDIBLE)...,9
319,Tapper,"Thank you, Senator. The final question...",6
320,Graham,It matters lot.,3
321,Tapper,The final questions four Republicans top contenders get ready take places debate stage come back right this.,17
322,Tapper,"Welcome back CNN Republican debates Reagan Library beautiful Simi Valley, California. We time one question candidates. Governor Pataki, start you. You spent last hour half debating other. The 11 candidates way stage. What one thing candidate offer one next debate can offer?",42
323,Pataki,"I think two things, Jake. Two things need Republicans. First, win election. You're going hear lot great ideas, I'm going this, I'm going that. None matters unless win election. And second is, win, able govern successfully. You've heard lot fighting back forth, get done, get done. That's way Washington today. You leader, president, will actually get conservative agenda through. I'm running I done things, I one liberal states America. I got elected three times state New York. Twice largest pluralities ever Republican. I ran Republican conservative. If I get nomination, I will able get broad support win election, take White House back party. But importantly, I've won, I will put place sweeping conservative agenda. I New York. Over $143 billion tax cuts. More 49 states combined. Taking one million people welfare putting jobs, state Democrats control state assembly.",138
324,Tapper,"Thank you, senator.",3
325,Pataki,"103-47. I got support conservative agenda. If I get elected president, I will make things work Washington.",17
326,Tapper,Thank you.,2
327,Pataki,For Republican party United States.,5
328,Taper,"Thank you, Governor. Senator Santorum?",5
329,Santorum,"I came Washington unlikely way. I defeated 14-year incumbent, 60 percent Democratic district. I went Washington thinking I going one term, I just shook things up. We sent chairman House Ways Means Committee jail. We ended 40 years, 40 years Democratic control Congress. And I led fight reforms, substantive reforms, welfare reform. I led charge -- I wrote bill I House. I led charge United States Senate. Partial-birth abortion -- fact, three pro-life bills, bipartisan pro-life bills. I mentioned Iran bill. We also passed one Syria. Health savings accounts, many know, I authored original bill health savings accounts, pushed Congress private sector health care reform. An outsider came Washington tough state Pennsylvania, got conservative things done. I made things happen town things happen much. Now, 10 years seeing mess, retreat see Republican party Washington, D.C., time get someone outsider.",139
330,Tapper,"Thank you, Senator.",3
331,Santorum,"Who can go Washington, D.C., get things done. You know what, lot folks will tell lot things. Look record. I went Washington outsider.",23
332,Tapper,Thank you.,2
333,Santorum,"Shook things up, got things done.",6
334,Tapper,"Thank you, Senator.",3
335,Santorum,And can trust again.,4
336,Tapper,"Thank you, Senator Santorum. Governor Jindal, something offer candidate 11 candidates coming stage minutes offer?",15
337,Jindal,"Jake, I'm doer, talker. Look, idea America slipping away us. If want somebody going manage slow decline country, makes incremental changes, vote somebody else. If want vote somebody understands stake -- Planned Parenthood selling baby parts across country, Senate Republicans already given up, even without fight. I tired surrender (ph) caucus, I angrier Republicans D.C. I president. The president socialist. At least fights believe in. We need just send Republican White House. We need sent somebody understands time make big changes. It's time take establishment, time take D.C. permanent governing class. Every Republican says will shrink size government. I'm one done it. Cut budget 26 percent. If want somebody going make incremental change, vote somebody else. It's time get idea America back. At point, going held -- asked, idea America slipping away? I'll promise this. I will give every ounce blood, energy, sweat I've got save idea America, greatest country history world.",152
338,Tapper,"Thank you, Governor.",3
339,Tapper,Senator Graham?,2
340,Graham,"Well, number one, I will win war afford lose. I plan destroy radical Islam be. These religious Nazis running President Obama made one mistake another caught us. What I offer different? I get foreign policy ground. I've Iraq Afghanistan Middle East 35 times last decade, trying understand got mess. Our leading candidate gets foreign policy watching television. And I heard last night Cartoon Network, oh, I'm big, I'm strong, going hit head. (LAUGHTER)",73
341,Graham,"That's foreign policy. That's cartoon character. John Kasich, good friend mine, said New Hampshire, going close bases watch. On watch, going open bases. The military decline, folks. We're going smallest military modern times, spending half normally spend end decade.",39
342,Tapper,"Thank you, Senator.",3
343,Graham,"What I offer? What I offer? To make families safe country strong again, vision determination win war afford lose.",19
344,Tapper,"Thank you, Senator Graham.",4
345,Tapper,"Our thanks candidates great debate. In just moment, bringing candidates tonight's debates together group photo. That will first campaign. And then, course, main event, top 11 candidates going head head. I will back moderator. Right now, go colleague, Anderson Cooper.",40
346,Tapper,"I'm Jake Tapper. We're live Ronald Reagan Library Simi Valley, California main event. Round 2 CNN's presidential debate starts now.",20
347,Tapper,"The eleven leading Republican candidates president podiums. They ready face off, watching race, know anything happen next hours.",18
348,Tapper,"To viewers just joining us, welcome Air Force One Pavilion Ronald Reagan Presidential Library. Our thanks staff especially former first lady Nancy Reagan impressive setting Ronald Reagan's presidential plane backdrop.",30
349,Tapper,"This debate airing CNN networks United States around world. It's also broadcast Salem Radio Network. I know everyone eager get started. But first, I want explain ground rules tonight. My name Jake Tapper. I'll moderator. I will joined questioning Salem Radio Network talk show host Hugh Hewitt. He worked Reagan administration six years. And CNN's chief political correspondent Dana Bash. I will ask follow-up questions, I will attempt guide discussion. Candidates, I will try make sure gets fair share questions. You'll one minute answer 30 seconds follow-ups rebuttals. I'll give time respond singled criticism. Our viewers know timing lights visible candidates warn time up. These 11 Republicans positioned stage based ranking recent national polls.",114
350,Tapper,"Our goal evening debate. A true debate, candidates addressing areas differ. Where disagree -- policy, politics, leadership. Now, begin. I'd like invite candidate take 30 seconds introduce audience. First you, Senator Paul.",32
351,Paul,"Good evening, everyone. I'm eye surgeon Bowling Green, Kentucky. My wife, Kelly, I married nearly 25 years, I spend days defending Constitution Bill Rights. I think nothing important understanding Constitution restrains government, people. Thank you.",35
352,Huckabee,"I'm Mike Huckabee. I'm delighted stage remarkable fellow Republicans. None us self-professed socialist. None us state investigation FBI destroyed government records, leaked secrets. I know Wall-Street-to-Washington axis power speak us contemptuously. But I'm say I think are, fact, A team. We remarkable people, and, fact, A team; even Mr. T, mind saying others, ""you're fool."" And I'm delighted guys, put administration I led. Thank much.",65
353,Rubio,"Thank you. My name Marco Rubio. I'm Florida. My wife Jeanette I proud -- married 17 years, proud parents four children, two able join us evening. I'm honored Reagan Library, place honors legacy man inspired just interest public service, also love country. And I'm also aware California drought, I made sure I brought water. (LAUGHTER)",55
354,Tapper,Senator Cruz?,2
355,Cruz,"I'm Ted Cruz. I son Irish-Italian mom Cuban immigrant dad fled oppression came America seeking freedom. I'm husband best friend, Heidi, tonight. I'm dad two little girls loves life, Caroline Catherine. If fed Washington, looking someone stand career politicians parties, I'm one stage done again, stand together, can bring America back.",51
356,Carson,"Hi, I'm Ben Carson, I'm retired pediatric neurosurgeon. I'm wife, Candy, 40 years, two sons, wives. I stress pediatric part career reason I've gotten involved race I'm concerned future children, direction country one portend well, unless we, people, intervene retake rightful place pinnacle.",43
357,Carson,"And I just want -- make clear I'm grateful again, welcome addition Carly Fiorina, well.",15
358,Trump,"I'm Donald Trump. I wrote ""The Art Deal"". I say braggadocious way, I've made billions billions dollars dealing people world, I want put whatever talent work country great trade deals, make country rich again, make great again. We build military, take care vets, get rid Obamacare, great life altogether. Thank you. Thank you.",53
359,Bush,"I'm Jeb Bush, I believe America's verge greatest century, I'm ready lead. I'm committed, conservative reformer cut taxes, balanced budgets, took special interest Florida, won. I look forward talking tonight can fix broken Washington D.C., create environment people can rise great country. Thank you.",44
360,Walker,"Good evening, I'm Scott Walker, tonight, I want thank Mrs. Reagan, Reagan Library hosting us. You see, lifetime, greatest president governor California. Ronald Reagan knew go big, go bold. He understood essence moving country forward, I I took status quo state, Washington based special interest. Now, ever, America needs leader will go big bold again. Someone tested. I'm ready leader. Thank you.",62
361,Fiorina,"Good evening. My story, secretary CEO, possible nation, proves everyone us potential. My husband, Frank, 30 years, started driving tow truck family owned auto body shop. We come pivotal point nation's history nation's possibilities potential crushed government grown big, powerful, inept, corrupt, political class refuses anything it. I prepared lead resurgence great nation.",53
362,Kasich,"Hello, I'm John Kasich, Governor Ohio. Emma, Reese, children, Karen, love 'ya girls. Thanks watching tonight. By way, I think I actually flew plane Ronald Reagan I congressman, goals, mine, really much -- pretty much same. Lift Americans, unify, give hope, grow America, restore great, shining city hill. Yes, great one, I learned much watching him. The important thing, hope Americans, unify, lift everyone America.",65
363,Christie,"Hi, name Chris Christie, I'd like take camera put audience I'd like ask you, many you, raise hand, believe today's Barak Obama America children will better life had? You see? That's I'm running President. leadership me, country. And, talk tonight, us, people audience tonight, seven short years president stripped away trust, faith, belief next generation will better life. He's stolen us, I'm president, I'm going take back.",67
364,Tapper,"Thank one here. There many important policy issues facing nation. We're going get many tonight, I want start current events news, also comments candidates recently made campaign trail.",28
365,Tapper,"Mrs. Fiorina, I want start you. Fellow Republican candidate, Louisiana Governor Bobby Jindal, suggested party's frontrunner, Mr. Donald Trump, dangerous President. He said want, quote, ""such hot head finger nuclear codes."" You, well, raised concerns Mr. Trump's temperament. You've dismissed entertainer. Would feel comfortable Donald trump's finger nuclear codes?",49
366,Fiorina,"You know, I think Mr. Trump wonderful entertainer. He's terrific business. I also think one benefits presidential campaign character capability, judgment temperament every single one us revealed time pressure. All us will revealed time pressure. I look forward long race.",40
367,Tapper,You answer question. Would feel comfortable Donald Trump's finger nuclear codes? It's issue one fellow candidates raised.,17
368,Fiorina,"That's answer; voters country answer, I lot faith common sense good judgment voters United States America.",16
369,Tapper,Mr. Trump?,2
370,Trump,"Well, first all, Rand Paul even stage. He's number 11, got 1 percent polls, got here, far many people anyway. As far temperament -- know -- far temperament, I think I great temperament. I built phenomenal business incredible, iconic assets, one really truly great real-estate businesses. And I may entertainer, I've tremendous success number-one bestsellers place, ""The Apprentice"" everything else I've done. But I will tell this: What I far away greater entertainer businessman, kind mindset country needs bring back, owe $19 trillion right now, $19 trillion, need kind thinking bring country back. And believe me, temperament good, calm. But will respected outside country. We respected now.",107
371,Tapper,"Mr. -- Senator Paul, name invoked.",6
372,Paul,"I kind laugh I think of, ""Mmm, sounds like non sequitur."" He asked whether capable good hands charge nuclear weapons, sudden, sideways attack me. I think really goes really judgment. Do want someone kind character, kind careless language negotiating Putin? Do want someone like negotiating Iran? I think really sophomoric quality entertaining Mr. Trump, I worried. I'm concerned -- charge nuclear weapons, I think response, -- visceral response attack people appearance -- short, tall, fat, ugly -- goodness, happened junior high. Are way that? Would worried someone like charge nuclear arsenal?",91
373,Tapper,Mr. Trump?,2
374,Trump,"I never attacked look, believe me, plenty subject matter right there. (LAUGHTER) That I can tell you.",17
375,Walker,"But Jake, Jake, Jake, Jake...",5
376,Tapper,I want -- I want give Mr. Trump...,8
377,Walker,"But Jake, -- -- this...",5
378,Tapper,"... Mr. Trump, I want give another chance -- Mr. Trump, I want give chance respond something rival left, Governor Bush, said. Governor Bush told last week I read quote Governor Jindal agrees serious candidate. Tell Governor Bush serious candidate qualifications commander-in-chief.",42
379,Trump,"I've actually politics life, although I've side opposed side. I'm now politician three months. Obviously, I'm pretty well. I'm number one every polls (sic) lot. But qualification I've dealt people world, successful world. Everything I've done virtually tremendous success. When markets changed, things turned, I heard Governor Pataki, who, way, failed governor New York, seriously failed -- elected dog catcher right now. I heard say. And I will tell this: Atlantic City, I've made tremendous amount money Atlantic City. I left seven years ago, I've gotten great credit timing, I'm about. I'm businessman, really well, really well, Jeb, I want put ability country make country rich again. And I can that, I'm sure anybody else group will able that.",119
380,Tapper,"Governor Bush, feel comfortable Donald Trump's finger nuclear codes?",9
381,Bush,"I think voters will make determination. But I know true next president United States going fix extraordinary difficult situation. This administration, President Obama Hillary Clinton, created insecurity likes never would've imagined. There's place world better today six half years ago. And requires steadiness. That requires understanding world works. That requires understanding appreciation American leadership world. You just, know, talk stuff insult leaders around world expect good result. You steady hand, I believe I skills. WALKER Jake, -- -- is...",79
382,Trump,"But I say... WALKER This actually wrong -- wrong debate. We're talking real issues. And Mr. Trump, need apprentice White House. We need apprentice White House. We one right now. He told us things wanted hear back 2008. We know going. We need someone can actually get job done. And talked business.",52
383,Trump,"Well, Wisconsin... WALKER You -- -- let finish...",8
384,Trump,"Excuse me. WALKER No, no...",5
385,Trump,"In Wisconsin, losing $2.2 billion right now. WALKER You're using talking...",11
386,Trump,"I much better that. WALKER Mr. Trump, using talking points Democrats...",11
387,Trump,No. WALKER ... know...,4
388,Trump,"I'm using facts. WALKER ... failed three times four half years I got elected, working. We balanced budget. You want talk balanced budgets? You took four major projects bankruptcy again. You take America bankruptcy. That's wrong politicians Washington right now. They think can take country bankruptcy. (CROSSTALK)",47
389,Trump,"Every major business leader used -- I never went bankrupt, way, know, everybody knows. But -- hundreds companies, hundreds deals, I've used bankruptcy. That's wrong politicians Washington right now. They think can take country bankruptcy. (CROSSTALK)",36
390,Trump,"Every major business leader, used -- I never went bank bankrupt, way, know, everybody knows. But -- hundreds companies, hundreds deals, I used law four times made tremendous thing. I'm business. I good job. But I will say this, people very, impressed I've done, business people. But folks Iowa found true facts job done Wisconsin, sudden you, tubed (ph), No. 1 now No. 6 seven polls. So, look, brought out, supposed make billion dollars state. You lost 2.2 -- right now, huge budget deficit. That's Democratic point. That's point. That's fact. And people Iowa found out, I went No. 1 went tubes.",102
391,Tapper,Governor Walker?,2
392,Walker,"Jake, yeah, absolutely, I'll take on, issue important race. Just says make true. The facts facts. We balanced $3.6 billion budget deficit, cutting taxes -- $4.7 billion help working families, family farmers, small business owners senior citizens. And time people America stand take note this. If want someone can actually take special interest Washington, said part of, using system, need somebody will stand fight average Americans put back charge government. I'm one taking on. I'll next president.",77
393,Tapper,Let's move on.,3
394,Kasich,"Jake, Jake.",2
395,Tapper,"A phenomenon going race right now political... OK, Governor Kasich, go ahead.",12
396,Kasich,"Listen, know, I -- I sitting home watch thing back forth, I inclined turn off. I mean, people home want know across country, want know going fix place, balance budget, going create economic growth, pay debt. What going strengthen military. So, just spent 10 minutes here...",46
397,Tapper,"We lot issues coming up, sir.",6
398,Kasich,"But -- wait minute. It's lot ad hogshead. Now, I know may buzzing there, I think important get issues, people want, want fighting.",23
399,Tapper,"We getting issues, sir.",4
400,Tapper,"Phenomenon going race political outsiders race, Dr. Carson, Donald Trump, Carly Fiorina, together, majority support polls. Governor Christie, I want ask something Dr. Carson said day. Dr. Carson said campaigning easier him, politician. He can just tell truth, therefore, politicians, quote, ""Have finger air see politically expedient."" Governor Christie, tell Dr. Carson, fair description you?",55
401,Christie,"Well, I know Ben talking me, I'm sure talking one guys, me. (LAUGHTER) As far outsider concerned -- far outsider concerned, let tell this, Jake, I'm Republican New Jersey. I wake every morning outsider. I wake every morning Democratic legislature trying beat head fight I'm trying bring conservative change state needed desperately. And so, everyone can talk us credentials. But bottom line is, every morning I get up, I veto 400 bills crazy liberal Democratic legislature, one overridden. I've vetoed tax increases governor American history, according Americans Tax Reform. What folks want country somebody go get job done. And exactly I'll do. So, I know much, American people want hire right now somebody believes them. And believes ones can fix country. I will vessel can fix country, me. It's you. And getting government back way, letting succeed. I know Ben talking me.",142
402,Tapper,"Well, find out. Thank you.",5
403,Christie,"Look smiling right now. I know Ben mean me. One guys, I'm sure.",13
404,Tapper,"Thank you, Governor Christie. Dr. Carson, thinking stage said that?",10
405,Christie,"Be honest, Ben, honest.",4
406,Tapper,"And broadly, experience government important president have?",7
407,Carson,"Typically, politicians things politically expedient. And looking whatever particular goal is. That reason I gotten thing. I'm extraordinary concerned direction country, divisiveness going on, fiscal irresponsibility, failure take leadership position world. All things will lead situation next generation will chance now. So I -- I want really get describing politician politician, I think people kind made decision already, will continue time goes on.",63
408,Tapper,"Thank you, Dr. Carson.",4
409,Christie,"See, Jake, me. (LAUGHTER)",4
410,Fiorina,"Jake, I'll tell -- I'll tell people supporting outsiders. It's know happens someone's system whole life, know broken system is. A fish swims water, know water. It's politicians bad people, system forever. The truth 75 percent American people think government corrupt; 82 percent American people think problems festered 50 years cases, 25 years cases. The border's insecure 25 years; 307,000 veterans died waiting health care. These things gone long one will challenge status quo. You know leader does? They challenge status quo, solve problems festered long time produce results. That whole life about. People know far replacing D R --",100
411,Tapper,Thank you.,2
412,Fiorina,-- changing system.,3
413,Tapper,"Thank you. Thank Ms. Fiorina. Governor Bush, addition fact outsider, one reasons Mr. Trump frontrunner, Republican voters say, like fact bought paid wealthy donors. Mr. Trump repeatedly said $100 million raised campaign makes puppet donors. Are you?",37
414,Bush,"No. Absolutely not. People supporting I proven record conservative leadership I cut taxes $19 billion eight years. We shrunk state government workforce, created climate led nation job growth seven eight years. We one two states go AAA bond rating. People know need principle-centered leadership, disrupter go Washington, D.C. The one guy special interests I know tried get change views something -- generous gave money -- Donald Trump. He wanted casino gambling Florida --",73
415,Trump,I --,2
416,Bush,Yes did.,2
417,Trump,Totally false.,2
418,Bush,You wanted get I opposed --,6
419,Trump,I gotten it.,3
420,Bush,-- casino gambling --,4
421,Trump,I promise I gotten it.,5
422,Bush,after. And -- I'm going bought anybody.,7
423,Trump,"I promise I wanted it, I gotten it.",8
424,Bush,No way. Believe me.,4
425,Trump,I know people.,3
426,Bush,Not even possible.,3
427,Trump,I know people.,3
428,Tapper,Is anything else want say this?,6
429,Trump,"No. I just will tell that, know, Jeb made statement. I'm referring him. I -- lot money raised lot different people standing here. And donors, special interests, lobbyists strong power people. I'm spending money, I'm spending -- I'm getting -- I turned -- I turn much, I right now special interests donors, I double triple got. I've turned down. I turned last week $5 million somebody. So I will tell I understand game, I've side life. And lot control politicians. And I say favorably, I'm sure another system, I say this. I accepting money anybody. Nobody control people country. I'm going right thing.",103
430,Tapper,Governor --,2
431,Bush,"You've got, according -- said one talk shows, got Hillary Clinton go wedding --",14
432,Trump,That's true. That's true.,4
433,Bush,-- gave money. Maybe works Hillary Clinton --,8
434,Trump,"I -- excuse me, Jeb.",5
435,Bush,-- work anybody -- stage.,5
436,Trump,"I businessman, I got along Clinton, I got along everybody. That job, get along people.",15
437,Bush,But simple fact --,4
438,Trump,I want -- excuse me. One second.,7
439,Bush,"No. The simple fact is, Donald, take --",8
440,Trump,"OK, energy tonight. I like that. (LAUGHTER) Look --",9
441,Bush,I asked question.,3
442,Trump,"I want -- obligation businessman family, company, employees, get along politicians. I get along them, I damn good job it. Go ahead.",22
443,Bush,"So supports Pelosi, supports Schumer, supports Clinton --",8
444,Trump,Got along everybody.,3
445,Bush,"When -- -- asked -- asked Florida casino gambling, said no.",11
446,Trump,Wrong.,1
447,Bush,We said no. And simple fact. The simple fact --,10
448,Trump,"Don't make things up. Jeb, make things up. Come on.",10
449,Bush,Don't cut off.,3
450,Trump,Don't make things up.,4
451,Carson,"Jake, can I say something that?",6
452,Tapper,Sure Dr. Carson.,3
453,Carson,"You know, I entered race, political pundits said impossible; connected money. And way can raise need order compete successfully. I way willing get bed special interest group lick boots billionaires. I said people want this, please get involved. And now 500,000 donations, money coming in. But pundits forgot one thing, people. And really charge.",54
454,Tapper,"Thank you, Dr. Carson. Let's move Russia could. Russia sending troops tanks Syria right now prop U.S. enemy, Bashar al-Assad. President Obama's incoming top general says, quote, ""Russia presents greatest threat national security."" Mr. Trump, say can business President Vladimir Putin, say will get along, quote, ""very well."" What right now president, get Russians Syria?",55
455,Trump,"So, number one, respect you. He absolutely respect President Obama. Zero. Syria's mess. You look going ISIS there, now think this: fighting ISIS. ISIS wants fight Syria. Why fighting ISIS Syria? Let fight pick remnants. I talk him. I get along him. I believe -- I may wrong, case I'd probably take different path, I get along lot world leaders country getting along with. We get along China. We get along heads Mexico. We get along anybody, yet, time, rip us left right. They take advantage us economically every way. We get along nobody. I will get along -- I think -- Putin, I will get along others, will much stable -- stable world.",114
456,Tapper,"So, -- just clarify, answer I heard question I asked -- reach Vladimir Putin, what? You would...",17
457,Trump,"I believe I will get along -- will -- that, Ukraine, problems, kind problems country right now Russia many nations.",20
458,Tapper,"Senator Rubio, taken different approach -- question Russia. You've called Vladimir Putin a, quote, ""gangster."" Why President Rubio's approach effective President Trump's?",22
459,Rubio,"Well, first all, I understanding exactly Russia Putin doing, pretty straightforward. He wants reposition Russia, again, geopolitical force. He said destruction Soviet Union -- fall Soviet Union greatest geopolitical catastrophe 20th century, now trying reverse that. He's trying destroy NATO. And part of. He exploiting vacuum administration left Middle East. Here's gonna see next weeks: Russians will begin fly -- fly combat missions region, just targeting ISIS, order prop Assad. He will also, then, turn countries region say, ""America longer reliable ally, Egypt. America longer reliable ally, Saudi Arabia. Begin rely us."" What trying replace us single important power broker Middle East, president allowing it. That happening Middle East. That's happening Russia, and...",113
460,Tapper,"Thank you, Senator Rubio. (CROSSTALK)",5
461,Tapper,I want bring Carly Fiorina.,5
462,Fiorina,Having...,1
463,Tapper,"Ms. Fiorina, met...",3
464,Fiorina,"Having met Vladimir Putin, I may...",6
465,Tapper,"...yeah, met Vladimir Putin. Yes.",5
