,name,rebuttal,len_rebuttal
211,Jindal,"No. And it's not only whether they can win. They shouldn't win this election cycle. One of the things I do agree -- and I want to thank Donald Trump after I've criticized him for everything from being a narcissist to an egomaniac -- one of the things he was right about was to say nonsense to the D.C. establishment. It is time to fire all of them. You've got a choice between honest Socialists on the Left, like Bernie Sanders, and lying conservatives on the Right. We have got the majority; what good has it done us? See, they said they were going to stop amnesty. They said they were going to repeal ObamaCare. They didn't do either. Now they're not even willing to fight to defund Planned Parenthood. They've already -- McConnell has already waved the white flag of defeat. They are not willing to stand up to fight for the issues that count. I think it is time to have term limits. I think it's time to have part-time citizen legislators. Let's pay them a per diem instead of a six-figure salary, stop them from being seven-figure lobbyists. Let's also pay them a per diem for every day they don't go to D.C. Let's keep them out of D.C., working in the real -- (CROSSTALK)",218
212,Jindal,"-- let's make them live under the same rules and laws they apply to the rest of us. Not only shouldn't they be elected, they can't be elected. Let's fire all of them from their current positions.",37
213,Hewitt,"Senator Graham, took a shot at there and you're having a good debate but there is this problem of Washington elites and saying wonderful things about each other.",28
214,Graham,"I've been called a lot of things but never elite before. My dad owned a liquor store, a bar and a poolroom. So only in America can you go from the back of a liquor store to being an elite.",40
215,Hewitt,"Is that responsive to calling Hillary Clinton a national treasure, Senator?",11
216,Graham,"I introduced her at a conference about Africa. I thought Secretary Clinton did a good job when it came to dealing with our problems in Africa, particularly among women. George W. Bush set $40 billion aside and Rick Santorum helped him and President Bush wiped out an entire -- wiped out AIDS and malaria for an entire generation of young African children. Secretary Clinton --",65
217,Graham,-- Secretary Clinton did a good -- here's my problem with Secretary Clinton. Where the hell were you on the night of the Benghazi attack? How did you let it become a death threat to begin with? And why did you lie about what happened to these people?,48
218,Graham,"And if you want a new change in terms of foreign policy, don't pick her, because she's his secretary of state. I've got a real good chance of beating her, because I don't say things bad about her all the time -- just when she deserves it. And her definition of flat broke and mine are a little bit different.",60
219,Hewitt,"But Senator, can you go back and forth that way, and expect to have an argument with the American people to persuade them about that?",25
220,Graham,"Well, Ronald Reagan did a couple of really big things that we should all remember. He sat down with Tip O'Neill, the most liberal guy in the entire House. They started drinking together. That's the first thing I'm going to do as president. We're going to drink more. And what did this -- two great Irishmen do? They found a way to save Social Security from bankruptcy by adjusting the age of retirement from 65 to 67. So, yes, I will say nice things at times about Democrats. Yes, I will work them -- work with them. (LAUGHTER) I will put the country ahead of party. Absolutely I want to work with them. At the end of the day, Hugh, I'm lucky to be standing here. I'm the first in my family to ever go to college. Neither one of my parents finished high school. Darline's here with me tonight. We owned a restaurant...",154
221,Hewitt,"Thank you, Senator.",3
222,Graham,"Well, wait a minute. We...",5
223,Hewitt,"Thank you, senator.",3
224,Graham,"You asked me a question. This is important. Republicans need to tell the American people we get it as to who you are. When my mom died, I was 21. When my dad died, when I was 22. We were wiped out financially. If it weren't for Social Security survivor benefit check coming into Darline, we wouldn't have made it. I don't need a lecture from Democrats about Social Security.",70
225,Hewitt,"Thank you, Senator.",3
226,Graham,"I want to save it, just like Ronald Reagan did.",10
227,Hewitt,"Let's talk about the economy, if We could. Governor Pataki.",10
228,Pataki,Yes?,1
229,Hewitt,"Jeb Bush and Donald Trump are both proposing raising taxes on hedge fund managers who pay at a lower rate. Governor Pataki, you were the governor of New York, home of Wall Street. Do you agree that hedge fund managers need to be paying a higher rate?",47
230,Pataki,"I would throw out the entire corrupt tax code. It's a symbol of the corruption and the power of the lobbyists and the special interests in Washington. It is 74,000 pages of incomprehensible gobbledygook. What I would do is get rid of the 1.4 million every year in exemptions and loopholes, dramatically lower the rates. The normal American person is paying higher taxes than they should because of loopholes, and one of them is that carried interest loophole. I would tax that income the same as ordinary income. I'd lower the rate to 24 percent for all Americans, but I would not give a special break to the Wall Street fat caps -- fat cats.",115
231,Hewitt,So you are with Jeb Bush and Donald Trump on the hedge fund?,13
232,Pataki,"It's hard for me to say I'm with Donald trump on anything, but on this issue, I agree with him. But let me just make one other point. It's not just throwing out the tax code to break the back of the special interests that control Washington. It's other reforms. I would propose a law -- right now there are over 400 former members of the House and Senate who are registered lobbyists in Washington. I would propose a law on day one, you serve one day in the House or Senate, there's a lifetime ban on you ever being a lobbyist in Washington, D.C. You get elected, you go back home. You don't stay and support the special interests.",120
233,Hewitt,"Governor Jindal -- Governor Jindal, that's three Republicans running for president who support hedge fund managers paying a higher rate. Are you the fourth?",24
234,Jindal,"Two things, Jake. One, I'm absolutely for all of these carve-outs and loopholes and special interests for as -- they get lobbyists. They get sweetheart deals you and I and the rest of this audience couldn't get. So as part of an overall comprehensive tax reform that has a lower, flatter tax code, sure. As a single, I am just to raise taxes, no. I don't want to give the government more money. The government has grown over this president where now, it's going to overwhelm the American economy. We've got to cut the size of the government economy. Nobody else running for president has done that. I'm the only candidate. I've cut my state budget 26 percent. Everybody else talks about it, we have done it. So, there's a part of overall tax reform that cuts rates, flattens and lowers the tax code, sure. But I'm not for raising taxes on anybody. We already have too much money going to D.C.",162
235,Hewitt,Let's stay on the topic of taxes.,7
236,Pataki,Can I just...,3
237,Hewitt,"I want to bring in my colleague, Dana Bash.",9
238,Bash,"Senator Santorum, you just heard Governor Jindal and Governor Pataki talk about tax reform. Jeb Bush has proposed a tax reform plan, and in it, he limits deductions, including the popular home mortgage deduction. Would you do the same as president?",41
239,Santorum,"Actually, I'm going to be proposing a plan, I call it the 20/20 perfect vision for America as flat tax, a 20 percent flat tax on income, 20 percent flat tax on capital gains and on corporations. We eliminate all the deductions, special interest provisions and corporations. We deal with the carried interest issue, because everybody pays the same 20 percent. So, there's no advantage as to how you take your income. That will create growth. We're going to allow expensing for corporations.",83
240,Santorum,"For manufacturing, again, I print -- I pledged, when I announced that I was going to run for president on the factory floor that I would make America the number one manufacturer in the world. Why? Because we need to put Americans back to work. Hard working Americans, who are not doing well in this economy, and we start creating jobs here, and manufacturing. These people from all skill levels are going to be able to work. We put a 20 percent rate on corporations, we're competitive with almost every country in the world. We allow for expensing, we have a three year phase in. We start at zero for manufacturers, phase it up to 20. You're going to see an enormous investment of capital, and equipment. You're going to see people -- you're going to have problems finding folks are going to be able to work in manufacturing. That's how many jobs we're going to create. So, the answer is, you know, we're going to lower, and flatten taxes. We're going to put government on a -- on a budget. A 10 percent across the board cut...",188
241,Bash,"...times up, Senator.",3
242,Santorum,...employment. We've got a lot of plans.,7
243,Bash,"...OK, times up, Senator. Governor, just to bring you back into this, you said that you would be OK with what is effectively raising taxes on hedge fund managers as part of a tax reform plan. Would you aslo be for doing away with people's deductions for their mortgages.",49
244,Pataki,"No, I would not. I would keep that deduction. I would lower the rates dramatically, so, yes, that root that has a special carve out would pay more, but everybody else is going to pay less. I would keep the home mortgage deduction, the charitable deduction, and others. And, by the way, you know, I agree with Rick on manufacturing, but my approach is different. I would pass a rate on manufacturing of 12 percent, the lowest in the developed world so we can make this America again. I know how important those jobs are. When I work -- went through college, Christmas and summer vacations, I worked in a factory. My grandparents worked in a factory. We have the opportunity now with lower energy costs, with the world labor cost getting higher, to make things in America so we don't have to worry about China. Lower the tax burden on manufacturing, improve the work skills...",156
245,Tapper,"...Thank you, Governor...",3
246,Pataki,...of Americans. Get rid of job killing regulations. If we're going to...,12
247,Tapper,"...Thank you, Governor...",3
248,Pataki,...If we're going to make this America...,7
249,Tapper,...I want to turn -- you're going to be involved in the next question...,14
250,Santorum,...Let me just...,3
251,Tapper,...Senator Graham...,2
252,Santorum,"...He talked about manufacturing, and the fact is that we have a zero percent rate that faces the 20, we'd have a seven percent repatriation, so money -- about two trillion dollars over seas...",34
253,Tapper,"...Thank you, Senator...",3
254,Santorum,"...Would come back, and be invested in equipment here. We will create more jobs with this plan, than any plan out...",21
255,Tapper,"...Thank you Senator. Senator Graham, I want to turn to the minimum...",12
256,Graham,"If you want to see manufacturing, come to South Carolina...",10
257,Tapper,"...Well, let's talk about South Carolina...",6
258,Graham,...We'll show 'ya.,3
259,Tapper,"...Senator, let's turn to the minimum wage. (LAUGHTER)",8
260,Tapper,Senator Santorum is the only person on the stage who has proposed increasing the federal minimum wage. How would that affect South Carolinians? Do you agree with Senator Santorum that the federal minimum wage should be increased?,37
261,Graham,"Well, I know this. That when my mom and dad owned a restaurant, the bar, the pool room, that if you increased the minimum wage it'd been hard to hire more people. Hillary Clinton has a list a mile long to help the middle class. We're talking all around this. The middle class for the last six and a half years has been squeezed, and squeezed hard. To the middle class, I understand who you are. You're one broken down car from not going on vacation. You're from one sick child away from having to change your whole budget. Here's what I want to do as your president. I want to grow this economy. When Boeing came to South Carolina to build a 787, everybody paid more they would have lost their employees to Boeing. If you're a waitress out there wanting more money, I'm not going to increase the minimum wage, I'm going to try to create an environment where somebody else will open up a restaurant across the street to hire you away at a higher rate, or they'll have to pay you more to keep you. You got to borrow money to create jobs in this country. Banking is locked down because of Dodd-Frank. The tax code is a complete mess, but nobody's talked about the elephant in the room, which is debt. Not one more penny to the federal government until w2e come up with a plan to get out of debt.",246
262,Tapper,"Senator Graham, thank you so much. Senator Santorum...",8
263,Tapper,Senator Graham is suggesting that your proposal would not allot South Carolinians to hire more workers.,16
264,Santorum,"Lindsay, what percentage of American workers make the minimum wage right now?",12
265,Graham,"It's probably a small bit, but the ones that get it...",11
266,Santorum,It's less than one percent.,5
267,Graham,"Yeah, but I...",3
268,Santorum,"...So, what you're saying, what every Republican's up here saying is we're against the minimum wage because, if you're not for increasing it, than whoevers making the minimum wage right now...",31
269,Graham,...Have you ever thought why all of us say that...,10
270,Santorum,"...The answer is Republicans don't believe in a floor wage in America. Fine, you go ahead and make that case to the American public, I'm not going to. Not from a party that supported bailouts. I didn't, but this party did.",41
271,Male,(INAUDIBLE),1
272,Santorum,"Not from a party that supports special interest tax provisions for a whole bunch of other businesses, and, but, when it comes to hardworking Americans who are at the bottom of the income scale, we can't provide some level of income support? What I've proposed is not anything but the (ph) presidents (ph) proposed (ph) I believe that would be harmful to the American public, but a $.50 cents an hour increase over three years, which is what I'm proposing.",80
273,Santorum,"So we would have a minimum wage which would be roughly in the area of what it's been historically, about 5 percent of wages. To me, if you're going to talk to 90 percent of American workers -- by the way, 90 percent of American workers don't own a bar. They don't own a business. They work for a living. They're wage -- most of them are wage earners. And Republicans are losing elections because we're not talking about them. All we want to talk about is, what happened to our business? There are people who work in that business. I was at a -- I was at the convention four years ago, and on the signs -- on all of the seats the night I spoke was a sign that said, ""We built that,"" because Barack Obama had talked about how businesses didn't build their own businesses. Then we trotted out one small-business person after another for almost an hour that night talking about how they built their businesses. And that's wonderful. But you know what we didn't do? We didn't bring one worker on that stage. How are you going to win, ladies and gentlemen? How are we going to win if 90 percent of Americans don't think we care at all...",214
274,Tapper,"Thank you, Senator.",3
275,Santorum,... about them and their chance to rise...,8
276,Tapper,"Thank you, Senator. We have to take a quick break. When we come back, confrontation or negotiation? How will these candidates attempt to handle Russian President Vladimir Putin? That's next. (COMMERCIAL BREAK)",32
277,Tapper,"And we're back at the CNN Republican Debate at the Reagan Library in beautiful Simi Valley, California.",17
278,Tapper,"Let's turn now to some issues of foreign policy. Senator Graham, you all oppose the U.S. nuclear deal with Iran. Former U.N. Ambassador John Bolton, a Republican, is pushing for a U.S. military strike against Iran, against its nuclear facilities. Senator Graham, would you authorize, as president, a nuclear strike against -- I mean, sorry -- a strike against Iran's nuclear facilities?",62
279,Graham,"If I believed they were trying to break out and get a bomb, absolutely. And here's the most important thing: they know I would if I had to. And none of us are going to be able to defend this country adequately until we rebuild our military. A weak economy, a military in decline, the world on fire, does that sound familiar to you? Michael, does that sound familiar to you? The first thing I'm going to do as commander in chief on day one is call the Chairman of the Joint Chiefs and say, what do you need that you don't have? We're cutting our military; we're on track to have the smallest Army since 1940, the smallest Navy since 1915 and John Kasich says he wants to close more bases. I want to rebuild our military and I want the Iranians to know that, if I had to, I would use it. The worst nightmare in the world is a radical Islamic regime with a weapon of mass destruction. The only reason 3,000 of us died on 9/11 is not 3 million, not 3 million is because they couldn't get the weapons to kill us. They're on track to get a bomb even if they don't cheat. This deal is a nightmare for Israel. They are coming here if we don't watch it terrorism with a nuclear capability sponsored by Iran. So, yes, I would use military force to stop them. I would set this deal aside and I would get you a better deal. If you gave $100 billion, I could get almost anybody out of jail. We couldn't even get our hostages out of jail.",279
280,Tapper,Governor --,2
281,Tapper,-- Hugh -- I'm going to go to Hugh Hewitt for a question for Governor Pataki.,16
282,Hewitt,"There are other ways, Governor, than bombing Iran. I want to quote Rick Santorum. ""We should send a very clear message that If you are a scientist and you're going to work on a nuclear program to develop a bomb for Iran, you are not safe."" Does that message work? Is anything that works on the table?",57
283,Pataki,"Not on the table but I think there's a lot that does work. And that is to have a strong America, a strong military and a resolve where the Iranians know that not only are we going to reject this deal on day one and reimpose sanctions but, if they move forward with the nuclear program, their safety for those facilities will be at risk. I'll tell you a couple of things I'd do. I'd give the Israelis bombs called MOPs, massive ordnance penetrators. Give them to Israel. Let the Iranians know we're prepared to work with Israel to make sure they never have a nuclear weapon. And let me point out that Hillary Clinton, supporting this deal, she was the senator from New York on September 11th, she saw what happened at the hands of radical Islam. This is the senator who did the reset program with Russia, who allowed the Middle East to deteriorate to flames, who has lied about Benghazi and is now supporting the Iranian deal. That's the opponent we're going to have next November. We have got to win this election. Everything we say is wonderful. But we have to win and, once we win, we have to actually do what we say. I can do this.",212
284,Hewitt,"Senator Santorum, stay on that: any means necessary? Is that what you meant to say? Is that what's still on this table after this, what many of us believe is a catastrophic deal?",33
285,Santorum,"As you know, Hugh, 12 years ago I authored the Iran Freedom Support Act, which put sanctions on the Iran nuclear program as we came within four votes of passing a very strong version of that. The four people who opposed on the floor: Joe Biden, John Kerry, Hillary Clinton and Barack Obama. And we came four votes short. But for 12 years, I have been laser-beam focused on the issue of Iran with a nuclear weapon. Why? Because I understand who they are. Yes, they are radical Islamists, that's true. But their particular version of it, which is an apocalyptic version, which is a death cult, they believe in bringing about the end of the -- end of the world. If you -- if you poll Iranians and Iraqis, Shiites in the region, more than two-thirds of them believe that the end of the world is going to come within their lifetime. Why? Because their regime preaches it. They believe in bringing about the end of times. That's their theological goal and we are in the process of giving them a nuclear weapon to do just that. That's why, on day one, I would say to the Iranian government, you open up all of these facilities for inspection, you make them available to the U.N. and to the U.S., everything, we can go everywhere or else we will take out those facilities. And when people say, you're going to start a war --",244
286,Tapper,"Thank you, Senator.",3
287,Santorum,"-- my response is, no, I'm going to stop a war because a nuclear Iran is the end.",18
288,Tapper,"Thank you, Senator. Senator Graham --",6
289,Jindal,"Jake, I'd like to answer that question.",7
290,Tapper,We're bringing you in on this question as well.,9
291,Tapper,"Senator Graham, Vladimir Putin in recent days has sent an estimated six more tanks, four helicopters and Russian ground troops into Syria to help support President Assad, an enemy of the United States. The Russian military is also buzzing American planes and Naval vessels around the world. Your front-runner, Donald Trump, says he can do details with President Putin, that the two of them will get along, quote, ""very well."" Why would your confrontational approach work better than Mr. Trump's negotiation?",81
292,Graham,"Do you think Putin would be in the Ukraine or Syria today if Ronald Reagan were president? No. This is what happens when you have a weak, unqualified commander- in-chief who doesn't understand the role America plays in the world. Why is it bad for you that Russia's helping Assad? He's the magnet for Sunni extremists. The Syrian people are not going to accept him as their legitimate leader. By Assad being helped by Russia, it means the war never ends. It means the next 9/11, which is most likely to occur from an attack from Syria. It's more likely. At the end of the day, if I'm president of the United States, I've told you what I'm going to do. There's nobody left in Syria to train. We're going to get a regional army who doesn't like ISIL, who won't accept Assad, because he's a puppet of Iran. We're going in the ground, and we're going to destroy the caliphate, pull it up by roots, and we're going to hold the territory. This is a slap in a face from Putin to Kerry and Obama. Assad must go. If he doesn't go, this war never ends...",197
293,Tapper,"Thank you, Senator.",3
294,Graham,"... and if the war in Syria continues, it is coming here. For God's sakes, let's get on with...",19
295,Tapper,"Thank you, Senator.",3
296,Graham,... with fixing the problem in Syria.,7
297,Tapper,"Governor Jindal, how would President Jindal... ... get the Russians out of Syria?",13
298,Jindal,"Well, Jake, I want to answer that question. I want to go back to Iran. I didn't get a chance to answer that as well. Look, on Russia, across the world, dictators walk all over this president. He treats our friends like dirt. He lets our enemies walk all over us. The only group he's able to out-negotiate are the Senate Republicans. They never should've passed this bad Corker bill. Instead of a two-thirds vote to reject -- to approve the Iran deal, now it takes a two-thirds vote to reject the Iran deal. I want to ask Lindsey a question. Will the Senate Republicans -- they still have time -- are they willing to use the nuclear option, meaning get rid of the filibusters, stop Iran from becoming a nuclear power? Now is the time for the Senate Republicans to stand up and fight. We are tired of the establishment saying there's nothing we can do. All night tonight, we've heard Republicans say things like, ""Well, if the Supreme Court's ruled, there's nothing I can do about religious liberty,"" you know. ""The president did this. There's nothing we can do about it for two more years."" There is something we can do. We won the Senate. We won the House. What was the point of winning those chambers if we're not going to do anything with them? You're going back tonight. You still have time before the Thursday deadline. Will y'all use the nuclear option to stop Iran from becoming a nuclear power?",254
299,Graham,"Bobby, you were in the Congress, and all I can tell you, to everybody here, if you want to repeal Obamacare, get a new president. If you want to defund Planned Parenthood, elect a pro-life president, because that's the only way. If we pass the Cardin bill, Graham, Menendez, it would go to the president. He would veto it. 67 votes are required to override the veto.",67
300,Jindal,Lindsey...,1
301,Graham,"Wait a minute. Now, you asked me a question. So I don't want to take off the table the ability to slow down Obama in his last 13 to 14 months, because I want 60 votes to stop what I think he's going to do between now and January 2017. Five Republicans deflect -- leave -- we're in trouble. So folks, the world really is the way it is. President Obama is president. The goal is to get him out of there and pick somebody who would actually do something to repeal Obamacare, who would get you a better agreement. So Bobby, he would veto the bill, we don't have 67 votes, and you're giving away a defense against Obama for the rest of his presidency. No, I'm not going to do that. I'm not going to tell you things I can't do. I'm not going to tell you by shutting the government down, we're going to defund Obamacare as long as he's president. All that does is hurt us. I am trying to lead this party to winning.",179
302,Jindal,"Lindsey, well, that's my frustration.",5
303,Jindal,"Listen to what you've heard. You -- you basically heard a Senate Republican say, ""We can't defund Planned Parenthood, despite these barbaric videos.""",23
304,Graham,Are you going to shut the government down?,8
305,Jindal,"""We can't -- we can't...""",5
306,Graham,Are you going to shut the government...,7
307,Jindal,"""... we can't get rid of Obamacare"" -- Lindsey, let me answer this question now. I wish the Senate Republicans had half the fight in them the Senate Democrats did. Look, President Obama didn't give up on Obamacare when they lost the Senate election in Massachusetts. I want my side to follow the Constitution. They broke the Constitution, they broke the law, but they forced Obamacare down our throats, even when they didn't have 60 votes. I wish Republicans in D.C. had half the fight of the Senate Democrats to get rid of Obamacare, to defund Planned Parenthood. If we can't defund Planned Parenthood now, if we can't stand for innocent human life after these barbaric videos, it is time to be done with the Republican Party. We defunded them in Louisiana. Let's defund them in D.C.",137
308,Jindal,If we can't win...,4
309,Tapper,(INAUDIBLE)...,1
310,Jindal,"-- on that issue, there is no point for being cheaper Democrats, no point grabbing a second liberal party. It is time to get rid of the Republican Party, start over with a new one that's at least conservative. Give Harry Reid and Pelosi credit. At least they fight for what they believe in. I want senators and House members in DC to fight for what we believe in, as well. It's time to have Republican...",76
311,Tapper,Well...,1
312,Jindal,-- with a backbone in DC.,6
313,Graham,Can I just say something?,5
314,Graham,"You know, Bobby, we're running to be president of the United States, the most important job in the free world. With it comes a certain amount of honesty. I'm tired of telling people things they want to hear that I know we can't do. He is not going to sign a bill that would defund ObamaCare. If I am president of the United States, I wouldn't put one penny in -- in my budget for Planned Parenthood, not one penny. I'm as offended by these videos as you are. But the one thing I'm not going to do going into 2016 is shut the government down and tank our ability to win. What you're saying and what Senator Cruz is saying, I am really sick of hearing, trying to get the bottom...",132
315,Tapper,"Thank you, Senator.",3
316,Graham,-- the Republican Party in a position...,7
317,Tapper,"Thank you, Senator...",3
318,Graham,-- to win. That's what I'm trying to do. And that does matter to me (INAUDIBLE)...,16
319,Tapper,"Thank you, Senator. The final question...",6
320,Graham,It matters a lot.,4
321,Tapper,The final questions for these four Republicans as the top contenders get ready to take their places on the debate stage when we come back right after this.,28
322,Tapper,"Welcome back to the CNN Republican debates at the Reagan Library in beautiful Simi Valley, California. We have time for one more question for the candidates. Governor Pataki, let's start with you. You have all spent the last hour and a half debating each other. The other 11 candidates are on their way to the stage. What is the one thing as a candidate that you offer that no one at the next debate can offer?",76
323,Pataki,"I think there are two things, Jake. Two things that we need as Republicans. First, we have to win the election. You're going to hear a lot of great ideas, I'm going to do this, I'm going to do that. None of it matters unless you win the election. And the second is, once you win, you have to be able to govern successfully. You've heard a lot of fighting back and forth, you didn't get this done, you didn't get that done. That's the way Washington is today. You have to have a leader, a president, who will actually get a conservative agenda through. I'm running because I have done both those things, and I did them in one of the most liberal states in America. I got elected three times in the state of New York. Twice by the largest pluralities ever for a Republican. I ran as a Republican conservative. If I get the nomination, I will be able to get broad support and win this election, and take the White House back for our party. But more importantly, once I've won, I will put in place a sweeping conservative agenda. I did that in New York. Over $143 billion in tax cuts. More than the other 49 states combined. Taking one million people off welfare and putting them into jobs, in a state where the Democrats control the state assembly.",234
324,Tapper,"Thank you, senator.",3
325,Pataki,"103-47. I got them to support a conservative agenda. If I get elected president, I will make things work in Washington.",21
326,Tapper,Thank you.,2
327,Pataki,For the Republican party and for the United States.,9
328,Taper,"Thank you, Governor. Senator Santorum?",5
329,Santorum,"I came to Washington in the most unlikely way. I defeated a 14-year incumbent, a 60 percent Democratic district. I went to Washington thinking I was only going to be there for one term, and so I just shook things up. We sent the chairman of the House Ways and Means Committee to jail. We ended 40 years, 40 years of Democratic control of the Congress. And I led that fight with reforms, substantive reforms, welfare reform. I led the charge -- I wrote the bill when I was in the House. I led the charge in the United States Senate. Partial-birth abortion -- in fact, three pro-life bills, bipartisan pro-life bills. I mentioned the Iran bill. We also passed one on Syria. Health savings accounts, as many of you know, I authored the original bill on health savings accounts, pushed that through the Congress for private sector health care reform. An outsider who came to Washington from the tough state of Pennsylvania, and we got conservative things done. I made things happen in a town where things don't happen very much. Now, after 10 years of seeing the mess, the retreat that we see in the Republican party in Washington, D.C., it's time to get someone who is an outsider.",211
330,Tapper,"Thank you, Senator.",3
331,Santorum,"Who can go to Washington, D.C., and get things done. You know what, you have a lot of folks who will tell you a lot of things. Look at their record. I went to Washington as an outsider.",38
332,Tapper,Thank you.,2
333,Santorum,"Shook things up, got things done.",6
334,Tapper,"Thank you, Senator.",3
335,Santorum,And that's why you can trust me to do it again.,11
336,Tapper,"Thank you, Senator Santorum. Governor Jindal, what is something that you offer as a candidate that the other 11 candidates coming on stage in a few minutes cannot offer?",29
337,Jindal,"Jake, I'm a doer, not a talker. Look, the idea of America is slipping away from us. If you want somebody who is going to manage the slow decline of this country, makes incremental changes, vote for somebody else. If you want to vote for somebody who understands what is at stake -- Planned Parenthood is selling baby parts across this country, and the Senate Republicans have already given up, even without a fight. I am tired of this surrender (ph) caucus, I am angrier at the Republicans in D.C. than I am at the president. The president is a socialist. At least he fights for what we believe in. We don't need to just send any Republican to the White House. We need to sent somebody who understands that it's time to make big changes. It's time to take on the establishment, it's time to take on the D.C. permanent governing class. Every Republican says they will shrink the size of the government. I'm the only one that has done it. Cut our budget 26 percent. If you want somebody that's going to make incremental change, vote for somebody else. It's time to get the idea of America back. At some point, we're going to be held -- we'll be asked, what did you do when the idea of America was slipping away? I'll promise you this. I will give every ounce of blood, energy, sweat I've got to save the idea of America, the greatest country in the history of the world.",254
338,Tapper,"Thank you, Governor.",3
339,Tapper,Senator Graham?,2
340,Graham,"Well, number one, I will win a war that we can't afford to lose. I have a plan to destroy radical Islam because it has to be. These are religious Nazis running while President Obama has made one mistake after another and it's caught up with us. What do I have to offer that's different? I get my foreign policy from being in on the ground. I've been to Iraq and Afghanistan in the Middle East 35 times in the last decade, trying to understand how we got in this mess. Our leading candidate gets his foreign policy from watching television. And what I heard last night is the Cartoon Network, oh, I'm big, I'm strong, we're going to hit them in the head. (LAUGHTER)",125
341,Graham,"That's not foreign policy. That's a cartoon character. John Kasich, a good friend of mine, said in New Hampshire, we're going to close more bases on his watch. On my watch, we're going to open up more bases. The military is in decline, folks. We're going to have the smallest military in modern times, spending half of what we'd normally spend by the end of this decade.",67
342,Tapper,"Thank you, Senator.",3
343,Graham,"What do I offer? What do I offer? To make your families safe and our country strong again, a vision and a determination to win a war that we cannot afford to lose.",33
344,Tapper,"Thank you, Senator Graham.",4
345,Tapper,"Our thanks to the candidates for a great debate. In just a moment, we're bringing the candidates from both of tonight's debates together for a group photo. That will be a first in this campaign. And then, of course, the main event, the top 11 candidates going head to head. I will be back as moderator. Right now, let's go to my colleague, Anderson Cooper.",65
346,Tapper,"I'm Jake Tapper. We're live at the Ronald Reagan Library in Simi Valley, California for the main event. Round 2 of CNN's presidential debate starts now.",26
347,Tapper,"The eleven leading Republican candidates for president are at their podiums. They are ready to face off, and if you've been watching this race, you know anything could happen over the next few hours.",34
348,Tapper,"To viewers who are just joining us, welcome to the Air Force One Pavilion of the Ronald Reagan Presidential Library. Our thanks to the staff here and especially to former first lady Nancy Reagan for this impressive setting with Ronald Reagan's presidential plane as our backdrop.",46
349,Tapper,"This debate is airing on CNN networks in the United States and around the world. It's also being broadcast on the Salem Radio Network. I know everyone is very eager to get started. But first, I want to explain the ground rules tonight. My name is Jake Tapper. I'll be the moderator. I will be joined in the questioning by Salem Radio Network talk show host Hugh Hewitt. He worked in the Reagan administration for six years. And by CNN's chief political correspondent Dana Bash. I will ask follow-up questions, I will attempt to guide the discussion. Candidates, I will try to make sure each of you gets your fair share of questions. You'll have one minute to answer and 30 seconds for follow-ups and rebuttals. I'll give you time to respond if you've been singled out for criticism. Our viewers should know we have timing lights that are visible to the candidates to warn them when their time is up. These 11 Republicans are positioned on the stage based on their ranking in recent national polls.",177
350,Tapper,"Our goal for this evening is a debate. A true debate, with candidates addressing each other in areas where they differ. Where they disagree -- on policy, on politics, on leadership. Now, let's begin. I'd like to invite each candidate to take 30 seconds to introduce him or herself to our audience. First to you, Senator Paul.",57
351,Paul,"Good evening, everyone. I'm an eye surgeon from Bowling Green, Kentucky. My wife, Kelly, and I have been married for nearly 25 years, and I spend my days defending the Constitution and the Bill of Rights. I think there's nothing more important than understanding that the Constitution restrains government, not the people. Thank you.",54
352,Huckabee,"I'm Mike Huckabee. I'm delighted to be on this stage with some remarkable fellow Republicans. None of us are a self-professed socialist. None of us on this state are under investigation by the FBI because we destroyed government records, or because we leaked secrets. I know that there are some in the Wall-Street-to-Washington axis of power who speak of all of us contemptuously. But I'm here to say that I think we are, in fact, the A team. We have some remarkable people, and, in fact, not only are we the A team; we even have our own Mr. T, who doesn't mind saying about others, ""you're a fool."" And I'm delighted to be here with all of these guys, and would put any of them in an administration that I led. Thank you very much.",136
353,Rubio,"Thank you. My name is Marco Rubio. I'm from Florida. My wife Jeanette and I are the proud -- we've been married 17 years, and we're the proud parents of four children, two of whom were able to join us here this evening. I'm honored to be here at the Reagan Library, at a place that honors the legacy of a man who inspired not just my interest in public service, but also our love for country. And I'm also aware that California has a drought, and so that's why I made sure I brought my own water. (LAUGHTER)",99
354,Tapper,Senator Cruz?,2
355,Cruz,"I'm Ted Cruz. I am the son of an Irish-Italian mom and a Cuban immigrant dad who fled oppression and came to America seeking freedom. I'm a husband to my best friend, Heidi, who's here tonight. I'm a dad to two little girls who are the loves of my life, Caroline and Catherine. If you're fed up with Washington, if you're looking for someone to stand up to career politicians in both parties, I'm the only one on this stage who has done that over and over again, and if we stand together, we can bring America back.",98
356,Carson,"Hi, I'm Ben Carson, and I'm a retired pediatric neurosurgeon. I'm here with my wife, Candy, of 40 years, and two of my sons, and their wives. I stress the pediatric part of my career because the reason that I've gotten involved in this race is because I'm very concerned about the future of our children, and the direction of our country is one that does not portend well, unless we, the people, intervene and retake our rightful place at the pinnacle.",82
357,Carson,"And I just want to be -- make it clear that I'm grateful to be here with all of you again, and welcome the addition of Carly Fiorina, as well.",30
